contract_no,item_no,description_ar,description,discipline,unit,unit_price,contractual_qty,item_total,progress_model,progress_model_source_ar,item_code,discipline_code,item_kind,source_sheet,source_row,source_file,extraction_method,confidence_level,data_quality_notes
CMH_01-C01,42,تصنيع وتركيب خزائن خشبية ويكون النمط والحجم كما هو موضح بالرسومات ويشمل السعر أي مواد أو أعمال يتطلبها إنهاء العمل حسب المواصفات والمخططات وتعليمات المهندس المشرف.Ref drawing: 07-MRA-DD-(as per floor number)-AR-605خزانة خشبية04-WDC   من خشب الـ ) Mdf (  مطلية بدهان رمادي على شكل وهيئة الاسطح الاسمنتية مع غروف ومفصلات ومقابض مخفية ، وارفف مفتوحة من قشرة الجوز ،واضاءة مخفية ، مثبتة على الجدار الخارجي حسب الرسومات والمناظير  وتعليمات المهندس المشرف.,,معماري,م2,1200.0,297.0,356400.0,percentage,نسبة مئوية,CMH_01-A-042,A,مقاولات,بنود العقد,44,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,43,تصنيع وتركيب خزائن خشبية ويكون النمط والحجم كما هو موضح بالرسومات ويشمل السعر أي مواد أو أعمال يتطلبها إنهاء العمل حسب المواصفات والمخططات وتعليمات المهندس المشرف.Ref drawing: 07-MRA-DD-(as per floor number)-AR-605 خزانة خشبية05-WDC  من خشب الـ ) Mdf (  مع قشرة الوينغي الداكنة مع أرفف وإضاءة مخفية، أبواب الخزائن زجاجية   ribbed glass(مع إيطار خشبي وغروف ومفصلات ومقابض مخفية لمنطقة معالي الوزير حسب الرسومات والمناظير وتعليمات المهندس المشرف.,,معماري,م2,1440.0,69.0,99360.0,percentage,نسبة مئوية,CMH_01-A-043,A,مقاولات,بنود العقد,45,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,44,تصنيع وتركيب خزائن خشبية ويكون النمط والحجم كما هو موضح بالرسومات ويشمل السعر أي مواد أو أعمال يتطلبها إنهاء العمل حسب المواصفات والمخططات وتعليمات المهندس المشرف.Ref drawing: 07-MRA-DD-(as per floor number)-AR-605خزانة خشبية06-WDC   من خشب الـ ) Mdf (  مع قشرة الوينغي الداكنة مع أرفف وإضاءة مخفية، أبواب الخزائن زجاجية )black tinted clear glass(مع إيطار خشبي وغروف ومفصلات ومقابض مخفية لمنطقة معالي الوزير حسب الرسومات والمناظير وتعليمات المهندس المشرف. ,,معماري,م2,1440.0,62.0,89280.0,percentage,نسبة مئوية,CMH_01-A-044,A,مقاولات,بنود العقد,46,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,45, توريد وتنفيذ طبقتين من غشاء عازل للمياه من الـبيتومين ثخانة 4 مم للأماكن الرطبة وحتى ارتفاع 10   سم على الجدران المحيطة ويشمل تحضير السطوح ومواد حشو الزوايا وطبقات الحماية جيوتكستايل الأفُقية والعمودية. ويشمل السعر أي مواد وأعمال مطلوبة لاستكمال العمل حسب المواصفات والمخططات.وتعليمات المهندس المشرف,,معماري,م2,78.0,1345.0,104910.0,percentage,نسبة مئوية,CMH_01-A-045,A,مقاولات,بنود العقد,47,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,46,توريد وتركيب باب زجاجي من نوع سيكوريت بسمك 12مم ويشمل السعر التثبيت والاطار من الالمنيوم الأسود المطلي بدهان بودرة بالفرن والخردوات وماكينة دفاش للإغلاق الذاتي مع ملصقات بحسب التصميم. ويشمل السعر أي مواد أو أعمال يتطلبها استكمال العمل حسب المواصفات والمخططات وتعليمات االمهندس المشرف.Ref drawing: 07-MRA-DD-(as per floor number)-AR-801 بعرض 1000 مم وارتفاع 2700 مم  GD01باب ضلفة واحدة  نموذج,,معماري,عدد,2580.0,238.0,614040.0,percentage,نسبة مئوية,CMH_01-A-046,A,مقاولات,بنود العقد,48,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,47,توريد وتركيب باب زجاجي من نوع سيكوريت بسمك 12مم ويشمل السعر التثبيت والاطار من الالمنيوم الأسود المطلي بدهان بودرة بالفرن والخردوات وماكينة دفاش للإغلاق الذاتي مع ملصقات بحسب التصميم. ويشمل السعر أي مواد أو أعمال يتطلبها استكمال العمل حسب المواصفات والمخططات وتعليمات االمهندس المشرف. Ref drawing: 07-MRA-DD-(as per floor number)-AR-801   بعرض 1800 مم وارتفاع 2600 مم  GD02باب ضلفتين  نموذج ,,معماري,عدد,4020.0,37.0,148740.0,percentage,نسبة مئوية,CMH_01-A-047,A,مقاولات,بنود العقد,49,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,48,توريد وتركيب باب زجاجي من نوع سيكوريت بسمك 12مم ويشمل السعر التثبيت والاطار من الالمنيوم الأسود المطلي بدهان بودرة بالفرن والخردوات وماكينة دفاش للإغلاق الذاتي مع ملصقات بحسب التصميم. ويشمل السعر أي مواد أو أعمال يتطلبها استكمال العمل حسب المواصفات والمخططات وتعليمات االمهندس المشرف. Ref drawing: 07-MRA-DD-(as per floor number)-AR-801 بعرض 1800 مم وارتفاع 2100 مم  GD03باب ضلفتين  نموذج ,,معماري,عدد,3600.0,5.0,18000.0,percentage,نسبة مئوية,CMH_01-A-048,A,مقاولات,بنود العقد,50,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,49,توريد وتركيب باب من قطاعات الخشب شبه المصمت بسمك 44مم مكون من قواطيع خشب داخليه بحشو  mdf مع قشرة الجوز  والحلق من الخشب السويدي المسطم المقاوم للرطوبة مع تشطيب نهائي من قشرة الجوز والبند يشمل جميع الإكسسوارات اللازمه من مفصلات ودفاش من النوع المخفي ومقابض وربل كاتم لصوت الإغلاق ودهانات  و إنهاء جميع الأعمال على الوجه الأكمل طبقا للمخططات واصول الصناعة  والمواصفات الفنية وتعليمات االمهندس المشرف. Ref drawing: 07-MRA-DD-(as per floor number)-AR-800 بعرض 2000 مم وارتفاع 2200 مم  WD07باب مروحة ضلفتين  نموذج ,,معماري,عدد,5280.0,13.0,68640.0,percentage,نسبة مئوية,CMH_01-A-049,A,مقاولات,بنود العقد,51,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,50,توريد وتركيب باب من قطاعات الخشب شبه المصمت بسمك 44مم مكون من قواطيع خشب داخليه بحشو  mdf مع قشرة الجوز  والحلق من الخشب السويدي المسطم المقاوم للرطوبة مع تشطيب نهائي من قشرة الجوز والبند يشمل جميع الإكسسوارات اللازمه من مفصلات ودفاش من النوع المخفي ومقابض وربل كاتم لصوت الإغلاق ودهانات  و إنهاء جميع الأعمال على الوجه الأكمل طبقا للمخططات واصول الصناعة  والمواصفات الفنية وتعليمات االمهندس المشرف. Ref drawing: 07-MRA-DD-(as per floor number)-AR-800 بعرض1000 مم وارتفاع 2200 مم  WD06باب مروحة ضلفة واحدة  نموذج ,,معماري,عدد,2400.0,13.0,31200.0,percentage,نسبة مئوية,CMH_01-A-050,A,مقاولات,بنود العقد,52,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,51,توريد وتركيب باب من قطاعات الخشب شبه المصمت بسمك 44مم مكون من قواطيع خشب داخليه بحشو  mdf مع قشرة الجوز  والحلق من الخشب السويدي المسطم المقاوم للرطوبة مع تشطيب نهائي من قشرة الجوز والبند يشمل جميع الإكسسوارات اللازمه من مفصلات ودفاش من النوع المخفي ومقابض وربل كاتم لصوت الإغلاق ودهانات  و إنهاء جميع الأعمال على الوجه الأكمل طبقا للمخططات واصول الصناعة  والمواصفات الفنية وتعليمات االمهندس المشرف. Ref drawing: 07-MRA-DD-(as per floor number)-AR-800 بعرض 900 مم وارتفاع 2200 مم  WD05باب مروحة ضلفة واحدة  نموذج ,,معماري,عدد,2400.0,47.0,112800.0,percentage,نسبة مئوية,CMH_01-A-051,A,مقاولات,بنود العقد,53,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,52,توريد وتركيب باب من قطاعات الخشب شبه المصمت بسمك 44مم مكون من قواطيع خشب داخليه بحشو  mdf مع قشرة الجوز  والحلق من الخشب السويدي المسطم المقاوم للرطوبة مع تشطيب نهائي من قشرة الجوز والبند يشمل جميع الإكسسوارات اللازمه من مفصلات ودفاش من النوع المخفي ومقابض وربل كاتم لصوت الإغلاق ودهانات  و إنهاء جميع الأعمال على الوجه الأكمل طبقا للمخططات واصول الصناعة  والمواصفات الفنية وتعليمات االمهندس المشرف. Ref drawing: 07-MRA-DD-(as per floor number)-AR-800 بعرض 800 مم وارتفاع 2200 مم  WD04باب مروحة ضلفة واحدة  نموذج ,,معماري,عدد,2400.0,48.0,115200.0,percentage,نسبة مئوية,CMH_01-A-052,A,مقاولات,بنود العقد,54,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,53,توريد وتركيب باب من قطاعات الخشب شبه المصمت بسمك 44مم مكون من قواطيع خشب داخليه بحشو  mdf مع قشرة الجوز  والحلق من الخشب السويدي المسطم المقاوم للرطوبة مع تشطيب نهائي من قشرة الجوز والبند يشمل جميع الإكسسوارات اللازمه من مفصلات ودفاش من النوع المخفي ومقابض وربل كاتم لصوت الإغلاق ودهانات  و إنهاء جميع الأعمال على الوجه الأكمل طبقا للمخططات واصول الصناعة  والمواصفات الفنية وتعليمات االمهندس المشرف. Ref drawing: 07-MRA-DD-(as per floor number)-AR-800 بعرض 1000 مم وارتفاع 3000 مم  WD015باب مروحة ضلفة واحدة  نموذج ,,معماري,عدد,3600.0,1.0,3600.0,percentage,نسبة مئوية,CMH_01-A-053,A,مقاولات,بنود العقد,55,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,54,توريد وتركيب باب من قطاعات الخشب شبه المصمت بسمك 44مم مكون من قواطيع خشب داخليه بحشو  mdf مع قشرة السنديان المطلية بدهان أبيض  والحلق من الخشب السويدي المسطم المقاوم للرطوبة مخفي داخل الواجهة الخشبية والبند يشمل جميع الإكسسوارات اللازمه من مفصلات ودفاش من النوع المخفي ومقابض، ربل كاتم لصوت الإغلاق ودهانات و إنهاء جميع الأعمال على الوجه الأكمل طبقا للمخططات واصول الصناعة  والمواصفات الفنية وتعليمات االمهندس المشرف. Ref drawing: 07-MRA-DD-(as per floor number)-AR-800 بعرض 1000 مم وارتفاع 2200 مم  WD02باب مروحة ضلفة واحدة  نموذج ,,معماري,عدد,2640.0,14.0,36960.0,percentage,نسبة مئوية,CMH_01-A-054,A,مقاولات,بنود العقد,56,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,55,توريد وتركيب باب من قطاعات الخشب شبه المصمت بسمك 44مم مكون من قواطيع خشب داخليه بحشو خفيف mdfوالمطلي بدهان رمادي على هيئة الأسطح الاسمنتية والحلق من الخشب السويدي المسطم المقاوم للرطوبة مخفي داخل الواجهة القواطع الجبسية والبند يشمل جميع الإكسسوارات اللازمه من مفصلات ودفاش من النوع المخفي ومقابض وربل كاتم لصوت الإغلاق ودهانات و إنهاء جميع الأعمال على الوجه الأكمل طبقا للمخططات واصول الصناعة  والمواصفات الفنية وتعليمات االمهندس المشرف. Ref drawing: 07-MRA-DD-(as per floor number)-AR-800 بعرض 900 مم وارتفاع 2200 مم  WD01باب مروحة ضلفة واحدة  نموذج ,,معماري,عدد,2400.0,14.0,33600.0,percentage,نسبة مئوية,CMH_01-A-055,A,مقاولات,بنود العقد,57,CMH_01_SMART.xlsx,sheet بنود العقد,high,
